part,resource,sequence,tool_number,tool_description
B9788,410,2,115,1.0 DIA. SPADE DRILL
B9791,410,1,116,1.0 DIA. SUMO INSERT DRILL
B9791,410,2,112,1.19 DIA. CARB. DRILL
B9791,410,3,92,25/32 SPADE DRILL
B9791,410,4,14,1.0 TURBO MILL
B9791,410,5,82,5.7  MM .224 CARBIDE DRILL
B9791,410,6,8,"1.0"" DIA. 90 DEGREE SPOT DRILL"
B9791,410,7,54,1/4-20 ROLL FORM TAP
B9795,410,1,17,3.0 FACEMILL
B9795,410,2,112,1.23 CARB. DRILL
B9795,410,3,96,21/32 SPADE DRILL
B9795,410,4,24,1/2 CARBIDE *HELIX* END MILL
B9795,410,5,60,3/4-10 HIGH SPEED R.H. TAP
B9795,410,6,61,3/4-10 LEFT HANDED TAP
B9795,410,7,28,1.249 / 1.250 BORING BAR
B9795,410,8,97,17/32 SPADE DRILL
B9795,410,9,59,5/8-11 HIGH SPEED TAP
B9799,410,1,1,PROBE
B9799,410,2,125,1.0 HSS 2FLEM
B9799,410,3,51,3/4 CARBIDE FINISHER EM
B9799,410,4,37,#5 C'DRILL
B9799,410,5,102,3/8 CARBIDE DRILL
B9799,410,6,69,3/8 S.F. REAMER
B9799,410,7,117,31/64 DRILL
B9799,410,8,71,1/2 S.F. REAMER
B9812,340,1,24,4.0 DIA. FACEMILL
B9812,340,2,1,#5 C'DRILL
B9812,340,3,3,#7 DRILL
B9812,340,4,55,1/4-20 TAP
B9812,340,5,46,17/32 DRILL
B9812,410,1,1,PROBE
B9812,410,2,17,"3.0"" DIA. FACEMILL"
B9812,410,3,97,17/32 CARBIDE DRILL
B9812,410,4,38,#6 C'DRILL
B9812,410,5,82,5.7 MM .228 CARBIDE DRILL
B9812,410,6,54,1/4-20 ROLL FORM TAP
B9813,410,1,111,1.345 DIA. CARB DRILL
B9813,410,2,96,5/8 DIA. SPADE DRILL
B9813,410,3,37,#5 C'DRILL
B9813,410,4,81,3/16 DRILL
B9813,410,5,82,#7 DRILL
B9813,410,6,54,1/4-20 TAP
B9813,410,7,29,1.378 - 1.379 DIA. BORING BAR
B9819,410,1,14,1.00 DIA. TURBO MILL
B9819,410,2,18,4.0 DIA. HIGH SHEAR FACEMILL
B9819,410,3,38,#5 C'DRILL
B9819,410,4,78,1/8 DRILL
B9819,410,5,94,15/16 SPADE DRILL
B9819,410,6,19,45 DEGREE CHAMFER TOOL
B9819,410,7,63,1.0 - 14 TAP
B9826,415,1,18,4.0 DIA. HIGH SHEAR FACEMILL
B9826,415,2,19,3.0 DIA. FACEMILL
B9826,415,3,11,5/16 CARB. DRILL
B9826,415,4,12,3/8-16 TAP
B9828,410,1,116,25 MM SPADE DRILL
B9828,410,2,115,1.0 DIA. SPADE DRILL
B9828,410,3,96,21/32 SPADE DRILL
B9828,410,4,91,7/8 DIA. SPADE DRILL
B9828,410,5,42,3/4-10 ACME TAP R.H.
B9828,410,6,99,.750 CARBIDE EM
B9828,410,7,76,.999 REAMER
B9828,410,8,18,4.0 HIGH SHEAR FACEMILL
B9828,410,9,37,#5 C'DRILL
B9828,410,10,86,5/16 DRILL
B9828,410,11,56,3/8-16 TAP
B9829,410,1,116,25 MM SPADE DRILL
B9829,410,2,115,1.0 DIA. SPADE DRILL
B9829,410,3,96,21/32 SPADE DRILL
B9829,410,4,91,7/8 DIA. SPADE DRILL
B9829,410,5,42,3/4-10 ACME TAP L.H.
B9829,410,6,99,.750 CARBIDE EM
B9829,410,7,76,.999 REAMER
B9829,410,8,18,4.0 HIGH SHEAR FACEMILL
B9829,410,9,37,#5 C'DRILL
B9829,410,10,86,5/16 DRILL
B9829,410,11,56,3/8-16 TAP
B9830,415,1,19,3.0 DIA. FACEMILL
B9830,415,2,11,5/16 CARB. DRILL
B9830,415,3,12,3/8-16 TAP
B9830,415,4,1,#5 CENTER DRILL
B9830,415,5,13,13/32 DRILL
B9830,415,6,43,"3/8 C,BORE"
B9831,415,1,19,3.0 DIA. FACEMILL
B9831,415,2,11,5/16 CARB. DRILL
B9831,415,3,12,3/8-16 TAP
B9831,415,4,1,#5 CENTER DRILL
B9831,415,5,13,13/32 DRILL
B9831,415,6,43,"3/8 C,BORE"
B9838,410,1,114,1.0 DIA. SPADE DRILL
B9838,410,2,103,27/64 CARBIDE THRU COOLANT DRILL
B9838,410,3,58,1/2-13 TAP
B9843,410,1,37,#5 CENTER DRILL
B9843,410,2,7,9/16 HSS DRILL
B9843,410,3,114,1.25 SPADE DRILL
B9843,410,4,51,3/4 HI HELIX ENDMILL
B9843,410,5,101,5/16 SOLID CARBIDE DRILL
B9843,410,6,56,3/8-16 TAP
B9850,410,1,16,3.0 DIA. FACEMILL
B9850,410,2,97,17/32 SPADE DRILL
B9850,410,3,45,COUNTERBORE FOR 1/2 CAPSCREW
B9850,410,4,59,5/8-11 TAP
B9850,410,5,24,1/2 SOLID CARBIDE HIGH HELIX ENDMILL
B9853,410,1,18,4.0 FACEMILL
B9853,410,2,98,11/16 SPADE DRILL
B9853,410,3,25,5/8 SOLID CARBIDE ENDMILL
B9853,410,4,19,45 DEGREE CHAMFER TOOL
B9853,410,5,62,3/4-16 TAP
B9856,410,1,38,#5 C'DRILL
B9856,410,2,86,5/16 DRILL
B9856,410,3,56,3/8-16 TAP
B9856,410,4,89,13/32 DRILL
B9856,410,5,44,COUNTERBORE FOR 3/8 S.H.C.S.
B9858,410,1,18,"4.0"" HIGH SHEER FACEMILL"
B9858,410,2,96,21/32 SPADE DRILL
B9858,410,3,104,2.31 CARB DRILL
B9858,410,4,2,2 15/32 HSS DRILL
B9858,410,5,37,#5 C'DRILL
B9858,410,6,80,#22 DRILL
B9858,410,7,53,10-24 TAP
B9858,410,8,4,"2.0"" HOG MILL"
B9858,410,9,99,.75 FIN. END MILL
B9858,410,10,126,3.543 - 3.542 BORE
B9861,410,1,112,1.220/1.240 DIA. CARB. DRILL
B9861,410,2,42,#16 PORTING TOOL
B9861,410,3,122,1 5/16-12 TAP
B9861,410,4,1,PROBE
B9861,410,5,42,#16 PORTING TOOL
B9861,410,6,122,1 5/16-12 TAP
B9898,340,1,16,7.0 DIA. FACEMILL
B9898,340,2,32,1.0 DIA. SPADE DRILL
B9898,340,3,13,1 15/16 DRILL
B9898,340,4,40,5/8 SOLID CARBIDE HIGH HELIX ENDMILL
B9898,340,5,1,#5 C'DRILL
B9898,340,6,2,5/16 DRILL
B9898,340,7,56,3/8-16 TAP
B9900,340,1,24,4.0 DIA. FACEMILL
B9900,340,2,8,45 DEGREE CHAMFER TOOL
B9900,340,3,1,#5 C'DRILL
B9900,340,4,2,5/16 DRILL
B9900,340,5,56,3/8-16 TAP
B9902,340,1,29,1.25 DIA. TURBO MILL
B9902,340,2,16,7.0 DIA. FACEMILL
B9902,340,3,1,#5 C'DRILL
B9902,340,4,48,27/64 DRILL
B9902,340,5,58,1/2-13 TAP
B9902,340,6,64,31/64 DRILL
B9902,340,7,50,1/2 P.F. REAMER
B9903,410,1,18,4.0 DIA. HIGH SHEAR FACEMILL
B9903,410,2,17,3.0 DIA. FINISH FACEMILL
B9903,410,3,38,#5 C'DRILL
B9903,410,4,90,27/64 DRILL
B9903,410,5,58,1/2-13 TAP
B9904,340,1,32,1.0 DIA. SPADE DRILL
B9904,340,2,29,1.25 DIA. TURBO MILL
B9904,340,3,35,.752 DIA. SPADE DRILL
B9904,340,4,40,5/8 SOLID CARBIDE HIGH HELIX ENDMILL
B9904,340,5,1,#5 C'DRILL
B9904,340,6,4,15/64 DRILL
B9904,340,7,50,1/4 S.F. REAMER
B9904,340,8,76,3.002 - 3.003 DIA. BORING BAR
B9909,410,1,14,1.0 DIA. TURBO MILL
B9909,410,2,108,1.750 DIA. CARB. DRILL
B9909,410,3,38,#5 C'DRILL
B9909,410,4,87,11/32 DRILL
B9909,410,5,50,1/2 DIA. SOLID CARBIDE HIGH HELIX ENDMILL
B9920,415,1,90,RENISHAW PROBE
B9920,415,2,1,#5 C'DRILL
B9920,415,3,8,17/32 DRILL
B9920,415,4,55,5/8-11 TAP
B9920,415,5,65,3/8 CARBIDE DRILL
B9920,415,6,24,3.0 FACEMILL LONG
B9920,415,7,90,RENISHAW PROBE
B9920,415,8,18,4.0 DIA. FACEMILL
B9920,415,9,2,5/8 CARBIDE DRILL
B9920,415,10,65,3/8 CARBIDE DRILL
B9920,415,11,35,"1.0"" DIA. 90 DEGREE SPOT DRILL"
